Frequency (Hz)	Level (dB)
8484.082031	-64.158752
8505.615234	-60.156525
8527.148438	-61.371754
8548.681641	-63.975876
8570.214844	-63.366642
8591.748047	-63.499874
8613.281250	-66.053085
8634.814453	-73.773460
8656.347656	-78.936890
8677.880859	-79.134583
8699.414062	-76.273392
8720.947266	-65.326561
8742.480469	-59.329044
8764.013672	-60.033268
8785.546875	-61.596992
8807.080078	-59.553265
8828.613281	-57.536934
8850.146484	-57.805386
8871.679688	-61.746700
8893.212891	-61.192650
8914.746094	-62.173935
8936.279297	-62.791744
8957.812500	-68.171234
8979.345703	-75.391472
9000.878906	-78.176392
9022.412109	-74.514282
9043.945312	-63.142467
9065.478516	-55.325642
9087.011719	-55.424320
9108.544922	-57.921455
9130.078125	-56.138512
9151.611328	-53.624889
9173.144531	-52.437622
9194.677734	-56.593647
9216.210938	-57.824871
9237.744141	-58.918659
9259.277344	-58.937096
9280.810547	-62.557560
9302.343750	-69.160538
9323.876953	-73.765152
9345.410156	-72.376762
9366.943359	-63.238319
9388.476562	-55.765926
9410.009766	-55.536999
9431.542969	-57.903248
9453.076172	-56.715103
9474.609375	-55.130173
9496.142578	-54.651875
9517.675781	-57.716518
9539.208984	-61.570210
9560.742188	-62.544273
9582.275391	-64.321686
9603.808594	-66.731651
9625.341797	-72.843010
9646.875000	-77.204498
9668.408203	-76.710434
9689.941406	-69.710075
9711.474609	-64.512817
9733.007812	-65.087059
9754.541016	-65.637169
9776.074219	-62.847610
9797.607422	-60.382725
9819.140625	-60.470776
9840.673828	-62.775200
9862.207031	-65.944969
9883.740234	-66.037422
9905.273438	-70.420059
9926.806641	-73.458237
9948.339844	-77.319603
9969.873047	-80.402252
9991.406250	-78.205696
10012.939453	-72.645317
10034.472656	-64.336044
10056.005859	-62.523422
10077.539062	-62.865597
10099.072266	-60.531307
10120.605469	-58.167435
10142.138672	-55.586777
10163.671875	-56.056435
10185.205078	-61.007698
10206.738281	-60.641312
10228.271484	-62.524517
10249.804688	-63.761818
10271.337891	-68.063545
10292.871094	-76.515373
10314.404297	-77.633423
10335.937500	-69.383774
10357.470703	-62.747753
10379.003906	-61.037746
10400.537109	-59.725700
10422.070312	-55.919933
10443.603516	-53.023811
10465.136719	-51.815365
10486.669922	-51.816792
10508.203125	-57.406727
10529.736328	-60.056900
10551.269531	-61.977104
10572.802734	-63.693466
10594.335938	-66.081406
10615.869141	-72.105103
10637.402344	-77.975380
10658.935547	-68.415558
10680.468750	-62.741772
10702.001953	-63.291279
10723.535156	-65.163307
