Frequency (Hz)	Level (dB)
14836.376953	-92.780823
14857.910156	-90.384995
14879.443359	-87.098572
14900.976562	-87.614136
14922.509766	-89.220985
14944.042969	-87.792183
14965.576172	-87.647980
14987.109375	-87.321831
15008.642578	-88.504333
15030.175781	-88.459419
15051.708984	-87.023834
15073.242188	-88.826042
15094.775391	-89.429039
15116.308594	-88.955360
15137.841797	-91.461327
15159.375000	-92.409988
15180.908203	-93.552841
15202.441406	-93.876099
15223.974609	-95.114029
15245.507812	-95.629974
15267.041016	-98.088036
15288.574219	-96.822357
15310.107422	-97.905724
15331.640625	-99.784485
15353.173828	-99.868721
15374.707031	-99.428673
15396.240234	-97.374428
15417.773438	-98.976746
15439.306641	-97.541504
15460.839844	-99.224098
15482.373047	-102.676926
15503.906250	-104.129471
15525.439453	-102.715637
15546.972656	-100.437119
15568.505859	-102.281807
15590.039062	-102.779022
15611.572266	-104.903404
15633.105469	-102.572426
15654.638672	-103.846382
15676.171875	-103.774536
15697.705078	-105.287926
15719.238281	-104.026901
15740.771484	-103.773003
15762.304688	-103.816978
15783.837891	-102.908920
15805.371094	-103.641579
15826.904297	-103.678513
15848.437500	-101.990250
15869.970703	-101.420074
15891.503906	-101.228355
15913.037109	-102.233978
15934.570312	-100.150131
15956.103516	-101.198624
15977.636719	-100.055443
15999.169922	-102.369934
16020.703125	-102.822777
16042.236328	-103.986595
16063.769531	-103.104767
16085.302734	-101.964867
16106.835938	-102.841682
16128.369141	-101.464607
16149.902344	-104.609032
16171.435547	-107.368553
16192.968750	-107.845078
16214.501953	-108.717628
16236.035156	-109.088211
16257.568359	-112.505829
16279.101562	-111.991989
16300.634766	-110.958809
16322.167969	-110.071388
16343.701172	-109.856476
16365.234375	-107.771347
16386.767578	-107.613800
16408.300781	-106.213989
16429.833984	-103.197021
16451.367188	-101.716408
16472.900391	-99.303444
16494.433594	-101.615234
16515.966797	-101.420876
16537.500000	-101.453758
16559.033203	-101.770027
16580.566406	-103.096313
16602.099609	-104.441483
16623.632812	-105.232643
16645.166016	-104.564407
16666.699219	-104.082001
16688.232422	-104.750557
16709.765625	-104.586357
16731.298828	-104.114334
16752.832031	-101.874107
16774.365234	-102.217140
16795.898438	-104.388565
16817.431641	-103.822472
16838.964844	-103.377525
16860.498047	-102.741394
16882.031250	-104.294579
16903.564453	-103.980293
16925.097656	-103.107117
16946.630859	-102.010811
16968.164062	-100.237991
16989.697266	-98.384209
17011.230469	-100.618622
17032.763672	-104.010468
17054.296875	-104.198578
17075.830078	-103.148087
17097.363281	-99.544312
17118.896484	-98.300674
17140.429688	-98.020973
17161.962891	-95.207069
17183.496094	-99.855461
17205.029297	-104.190857
17226.562500	-105.151138
17248.095703	-105.271446
17269.628906	-103.560600
17291.162109	-104.172974
17312.695312	-105.751556
17334.228516	-104.839523
17355.761719	-103.039421
17377.294922	-102.282555
17398.828125	-102.816383
17420.361328	-105.095757
17441.894531	-106.311241
17463.427734	-105.314064
17484.960938	-101.726692
17506.494141	-97.655525
17528.027344	-102.298897
17549.560547	-106.510796
17571.093750	-107.391800
17592.626953	-105.400558
17614.160156	-105.704369
17635.693359	-107.245674
17657.226562	-108.062912
17678.759766	-108.008270
17700.292969	-107.748154
17721.826172	-108.480461
17743.359375	-108.380814
17764.892578	-108.575111
17786.425781	-107.722252
17807.958984	-104.549156
17829.492188	-99.834976
17851.025391	-97.251228
17872.558594	-101.699173
17894.091797	-105.458618
17915.625000	-106.712364
17937.158203	-105.537415
17958.691406	-107.921745
17980.224609	-108.393196
18001.757812	-105.344337
18023.291016	-106.844299
18044.824219	-109.141869
18066.357422	-109.041573
18087.890625	-107.360397
18109.423828	-105.270340
18130.957031	-103.240295
18152.490234	-102.870758
18174.023438	-103.285172
18195.556641	-104.346390
18217.089844	-106.574249
18238.623047	-105.379517
18260.156250	-105.697334
18281.689453	-106.495605
18303.222656	-107.328918
18324.755859	-105.845917
18346.289062	-102.043282
18367.822266	-99.882370
18389.355469	-99.458664
18410.888672	-99.354416
18432.421875	-102.470131
18453.955078	-105.364639
18475.488281	-103.841705
18497.021484	-104.027710
18518.554688	-102.763763
18540.087891	-101.325592
18561.621094	-100.220413
18583.154297	-99.563103
18604.687500	-99.832024
18626.220703	-100.910683
18647.753906	-100.873856
18669.287109	-102.169846
18690.820312	-101.921066
18712.353516	-103.277336
18733.886719	-103.412689
18755.419922	-101.085915
18776.953125	-101.786079
18798.486328	-100.622917
18820.019531	-99.383598
18841.552734	-97.917336
18863.085938	-94.730698
18884.619141	-92.577438
18906.152344	-93.192528
18927.685547	-94.595665
18949.218750	-92.634995
18970.751953	-93.614029
18992.285156	-96.720451
19013.818359	-95.435837
19035.351562	-95.405312
19056.884766	-95.602951
19078.417969	-95.965233
19099.951172	-96.469193
19121.484375	-96.594299
19143.017578	-95.363113
19164.550781	-94.917198
19186.083984	-95.395508
19207.617188	-96.061829
19229.150391	-96.479073
19250.683594	-93.175453
19272.216797	-92.326141
19293.750000	-93.100060
19315.283203	-91.672073
19336.816406	-91.520660
19358.349609	-87.204788
19379.882812	-85.751755
19401.416016	-85.098015
19422.949219	-86.225700
19444.482422	-89.775848
19466.015625	-91.698921
19487.548828	-89.728340
19509.082031	-90.101791
19530.615234	-91.717079
19552.148438	-91.813606
19573.681641	-89.483551
19595.214844	-86.954483
19616.748047	-87.335701
19638.281250	-88.530312
19659.814453	-87.321060
19681.347656	-88.322083
19702.880859	-85.724602
19724.414062	-85.451942
19745.947266	-85.776985
19767.480469	-88.177155
19789.013672	-91.593376
19810.546875	-94.158699
19832.080078	-93.040787
19853.613281	-94.060532
19875.146484	-96.195145
19896.679688	-94.442062
19918.212891	-92.854134
19939.746094	-94.110840
19961.279297	-96.446907
19982.812500	-99.037926
20004.345703	-99.411423
20025.878906	-98.904625
20047.412109	-96.957840
20068.945312	-96.622040
20090.478516	-96.696915
20112.011719	-96.643402
20133.544922	-97.653137
20155.078125	-98.259712
