Frequency (Hz)	Level (dB)
13630.517578	-81.445831
13652.050781	-82.914825
13673.583984	-85.897476
13695.117188	-87.867973
13716.650391	-89.209663
13738.183594	-92.093147
13759.716797	-92.693352
13781.250000	-90.962288
13802.783203	-89.439201
13824.316406	-89.927345
13845.849609	-92.794128
13867.382812	-94.131676
13888.916016	-93.359108
13910.449219	-91.470154
13931.982422	-91.911079
13953.515625	-91.411522
13975.048828	-88.980713
13996.582031	-89.217842
14018.115234	-92.192749
14039.648438	-91.533272
14061.181641	-87.695114
14082.714844	-88.883568
14104.248047	-87.441803
14125.781250	-88.149246
14147.314453	-86.915901
14168.847656	-87.309021
14190.380859	-88.241882
14211.914062	-86.599861
14233.447266	-87.872192
14254.980469	-88.401848
14276.513672	-89.906166
14298.046875	-89.839073
14319.580078	-87.949173
14341.113281	-85.818398
14362.646484	-89.903633
14384.179688	-95.407822
14405.712891	-95.257317
14427.246094	-95.640266
14448.779297	-95.657585
14470.312500	-96.290016
14491.845703	-95.174416
14513.378906	-95.349724
14534.912109	-96.768471
14556.445312	-94.580589
14577.978516	-92.792183
14599.511719	-92.177284
14621.044922	-93.974571
14642.578125	-94.737236
14664.111328	-93.812149
14685.644531	-93.745384
14707.177734	-97.622337
14728.710938	-98.065102
14750.244141	-98.503181
14771.777344	-97.922203
14793.310547	-97.595505
14814.843750	-96.790329
14836.376953	-95.187355
14857.910156	-94.599472
14879.443359	-94.632271
14900.976562	-91.220665
14922.509766	-88.717880
14944.042969	-87.971436
14965.576172	-88.720009
14987.109375	-87.315727
15008.642578	-85.637642
15030.175781	-87.285477
15051.708984	-90.501038
15073.242188	-90.263176
15094.775391	-90.286285
15116.308594	-93.131500
15137.841797	-93.822571
15159.375000	-92.349800
15180.908203	-93.200684
15202.441406	-93.029785
15223.974609	-93.613251
15245.507812	-92.429375
15267.041016	-90.664780
15288.574219	-90.557625
15310.107422	-91.296349
15331.640625	-90.069725
15353.173828	-93.418495
15374.707031	-97.459732
15396.240234	-98.955696
15417.773438	-97.839142
15439.306641	-96.903648
15460.839844	-97.675934
15482.373047	-95.942215
15503.906250	-94.708214
15525.439453	-95.261391
15546.972656	-95.443855
15568.505859	-95.025543
15590.039062	-93.123016
15611.572266	-92.236969
15633.105469	-95.258850
15654.638672	-95.707832
15676.171875	-93.651573
15697.705078	-91.214302
15719.238281	-91.993553
15740.771484	-95.679604
15762.304688	-93.791260
15783.837891	-94.199425
15805.371094	-96.827827
15826.904297	-95.848473
15848.437500	-96.724922
15869.970703	-98.821976
15891.503906	-100.151741
15913.037109	-99.108917
15934.570312	-98.139549
15956.103516	-97.915436
15977.636719	-98.187248
15999.169922	-95.792770
16020.703125	-95.315834
16042.236328	-96.003807
